1,V,-1040,2014-11-21 00:49:43.714905
1,V,-904,2014-11-21 00:49:43.715322
1,V,-706,2014-11-21 00:49:43.715739
1,V,-449,2014-11-21 00:49:43.716155
1,V,-187,2014-11-21 00:49:43.716572
1,V,46,2014-11-21 00:49:43.716989
1,V,248,2014-11-21 00:49:43.717405
1,V,431,2014-11-21 00:49:43.717822
1,V,609,2014-11-21 00:49:43.718239
1,V,776,2014-11-21 00:49:43.718655
1,V,919,2014-11-21 00:49:43.719072
1,V,1024,2014-11-21 00:49:43.719489
1,V,1045,2014-11-21 00:49:43.719905
1,V,1064,2014-11-21 00:49:43.720322
1,V,1066,2014-11-21 00:49:43.720739
1,V,1013,2014-11-21 00:49:43.721155
1,V,885,2014-11-21 00:49:43.721572
1,V,685,2014-11-21 00:49:43.721989
1,V,428,2014-11-21 00:49:43.722405
1,V,160,2014-11-21 00:49:43.722822
1,V,-81,2014-11-21 00:49:43.723239
1,V,-276,2014-11-21 00:49:43.723655
1,V,-453,2014-11-21 00:49:43.724072
1,V,-630,2014-11-21 00:49:43.724488
1,V,-800,2014-11-21 00:49:43.724905
1,V,-942,2014-11-21 00:49:43.725322
1,V,-1045,2014-11-21 00:49:43.725738
1,V,-1087,2014-11-21 00:49:43.726155
1,V,-1097,2014-11-21 00:49:43.726572
1,V,-1088,2014-11-21 00:49:43.726988
1,V,-1039,2014-11-21 00:49:43.727405
1,V,-915,2014-11-21 00:49:43.727822
1,V,-723,2014-11-21 00:49:43.728238
1,V,-468,2014-11-21 00:49:43.728655
1,V,-206,2014-11-21 00:49:43.729072
1,V,34,2014-11-21 00:49:43.729488
1,V,236,2014-11-21 00:49:43.729905
1,V,416,2014-11-21 00:49:43.730322
1,V,594,2014-11-21 00:49:43.730738
1,V,767,2014-11-21 00:49:43.731155
1,V,909,2014-11-21 00:49:43.731572
1,V,1014,2014-11-21 00:49:43.731988
1,V,1042,2014-11-21 00:49:43.732405
1,V,1061,2014-11-21 00:49:43.732822
1,V,1072,2014-11-21 00:49:43.733238
1,V,1016,2014-11-21 00:49:43.733655
1,V,898,2014-11-21 00:49:43.734072
1,V,700,2014-11-21 00:49:43.734488
1,V,445,2014-11-21 00:49:43.734905
1,V,178,2014-11-21 00:49:43.735322
1,V,-62,2014-11-21 00:49:43.735738
1,V,-267,2014-11-21 00:49:43.736155
1,V,-446,2014-11-21 00:49:43.736572
1,V,-620,2014-11-21 00:49:43.736988
1,V,-793,2014-11-21 00:49:43.737405
1,V,-932,2014-11-21 00:49:43.737822
1,V,-1042,2014-11-21 00:49:43.738238
1,V,-1087,2014-11-21 00:49:43.738655
1,V,-1094,2014-11-21 00:49:43.739072
1,V,-1089,2014-11-21 00:49:43.739488
1,V,-1044,2014-11-21 00:49:43.739905
1,V,-928,2014-11-21 00:49:43.740322
1,V,-732,2014-11-21 00:49:43.740738
1,V,-486,2014-11-21 00:49:43.741155
1,V,-220,2014-11-21 00:49:43.741572
1,V,21,2014-11-21 00:49:43.741988
1,V,226,2014-11-21 00:49:43.742405
1,V,406,2014-11-21 00:49:43.742822
1,V,584,2014-11-21 00:49:43.743238
1,V,762,2014-11-21 00:49:43.743655
1,V,898,2014-11-21 00:49:43.744072
1,V,1017,2014-11-21 00:49:43.744488
1,V,1044,2014-11-21 00:49:43.744905
1,V,1060,2014-11-21 00:49:43.745322
1,V,1074,2014-11-21 00:49:43.745738
1,V,1020,2014-11-21 00:49:43.746155
1,V,906,2014-11-21 00:49:43.746572
1,V,710,2014-11-21 00:49:43.746988
1,V,460,2014-11-21 00:49:43.747405
1,V,188,2014-11-21 00:49:43.747822
1,V,-55,2014-11-21 00:49:43.748238
1,V,-256,2014-11-21 00:49:43.748655
1,V,-436,2014-11-21 00:49:43.749072
1,V,-612,2014-11-21 00:49:43.749488
1,V,-784,2014-11-21 00:49:43.749905
1,V,-925,2014-11-21 00:49:43.750322
1,V,-1040,2014-11-21 00:49:43.750738
1,V,-1082,2014-11-21 00:49:43.751155
1,V,-1094,2014-11-21 00:49:43.751572
1,V,-1088,2014-11-21 00:49:43.751988
1,V,-1048,2014-11-21 00:49:43.752405
1,V,-934,2014-11-21 00:49:43.752822
1,V,-743,2014-11-21 00:49:43.753238
1,V,-494,2014-11-21 00:49:43.753655
1,V,-228,2014-11-21 00:49:43.754072
1,V,13,2014-11-21 00:49:43.754488
1,V,216,2014-11-21 00:49:43.754905
1,V,398,2014-11-21 00:49:43.755322
1,V,580,2014-11-21 00:49:43.755738
1,V,752,2014-11-21 00:49:43.756155
1,V,900,2014-11-21 00:49:43.756572
1,V,1008,2014-11-21 00:49:43.756988
1,V,1040,2014-11-21 00:49:43.757405
1,V,1060,2014-11-21 00:49:43.757822
1,V,1073,2014-11-21 00:49:43.758238
1,V,1024,2014-11-21 00:49:43.758655
1,V,911,2014-11-21 00:49:43.759072
1,V,722,2014-11-21 00:49:43.759488
1,V,466,2014-11-21 00:49:43.759905
1,V,196,2014-11-21 00:49:43.760322
1,V,-46,2014-11-21 00:49:43.760738
1,V,-252,2014-11-21 00:49:43.761155
1,V,-426,2014-11-21 00:49:43.761572
1,V,-606,2014-11-21 00:49:43.761988
1,V,-778,2014-11-21 00:49:43.762405
1,V,-924,2014-11-21 00:49:43.762822
1,V,-1040,2014-11-21 00:49:43.763238
1,V,-1084,2014-11-21 00:49:43.763655
1,V,-1094,2014-11-21 00:49:43.764072
1,V,-1094,2014-11-21 00:49:43.764488
1,V,-1050,2014-11-21 00:49:43.764905
1,V,-942,2014-11-21 00:49:43.765322
1,V,-748,2014-11-21 00:49:43.765738
1,V,-504,2014-11-21 00:49:43.766155
1,V,-236,2014-11-21 00:49:43.766572
1,V,4,2014-11-21 00:49:43.766988
1,V,210,2014-11-21 00:49:43.767405
1,V,396,2014-11-21 00:49:43.767822
1,V,577,2014-11-21 00:49:43.768238
1,V,749,2014-11-21 00:49:43.768655
1,V,897,2014-11-21 00:49:43.769072
1,V,1012,2014-11-21 00:49:43.769488
1,V,1044,2014-11-21 00:49:43.769905
1,V,1060,2014-11-21 00:49:43.770322
1,V,1076,2014-11-21 00:49:43.770738
1,V,1020,2014-11-21 00:49:43.771155
1,V,915,2014-11-21 00:49:43.771572
1,V,722,2014-11-21 00:49:43.771988
1,V,477,2014-11-21 00:49:43.772405
1,V,202,2014-11-21 00:49:43.772822
1,V,-43,2014-11-21 00:49:43.773238
1,V,-248,2014-11-21 00:49:43.773655
1,V,-426,2014-11-21 00:49:43.774072
1,V,-604,2014-11-21 00:49:43.774488
1,V,-777,2014-11-21 00:49:43.774905
1,V,-920,2014-11-21 00:49:43.775322
1,V,-1039,2014-11-21 00:49:43.775738
1,V,-1081,2014-11-21 00:49:43.776155
1,V,-1100,2014-11-21 00:49:43.776572
1,V,-1088,2014-11-21 00:49:43.776988
1,V,-1052,2014-11-21 00:49:43.777405
1,V,-941,2014-11-21 00:49:43.777822
1,V,-752,2014-11-21 00:49:43.778238
1,V,-508,2014-11-21 00:49:43.778655
1,V,-242,2014-11-21 00:49:43.779072
1,V,4,2014-11-21 00:49:43.779488
1,V,212,2014-11-21 00:49:43.779905
1,V,392,2014-11-21 00:49:43.780322
1,V,572,2014-11-21 00:49:43.780738
1,V,747,2014-11-21 00:49:43.781155
1,V,893,2014-11-21 00:49:43.781572
1,V,1010,2014-11-21 00:49:43.781988
1,V,1042,2014-11-21 00:49:43.782405
1,V,1058,2014-11-21 00:49:43.782822
1,V,1074,2014-11-21 00:49:43.783238
1,V,1020,2014-11-21 00:49:43.783655
1,V,904,2014-11-21 00:49:43.784072
1,V,712,2014-11-21 00:49:43.784488
1,V,450,2014-11-21 00:49:43.784905
1,V,178,2014-11-21 00:49:43.785322
1,V,-70,2014-11-21 00:49:43.785738
1,V,-271,2014-11-21 00:49:43.786155
1,V,-454,2014-11-21 00:49:43.786572
1,V,-634,2014-11-21 00:49:43.786988
1,V,-804,2014-11-21 00:49:43.787405
1,V,-946,2014-11-21 00:49:43.787822
1,V,-1056,2014-11-21 00:49:43.788238
1,V,-1089,2014-11-21 00:49:43.788655
1,V,-1095,2014-11-21 00:49:43.789072
1,V,-1086,2014-11-21 00:49:43.789488
1,V,-1036,2014-11-21 00:49:43.789905
