sensor_id,packet_id,data,microstamp,device_microstamp
57,5,-71.36,1414727943671641,1414727943671641
57,5,-33.44,1414727943672058,1414727943672058
57,5,2.08,1414727943672474,1414727943672474
57,5,32.96,1414727943672891,1414727943672891
57,5,62.24,1414727943673308,1414727943673308
57,5,91.04,1414727943673725,1414727943673725
57,5,123.04,1414727943674142,1414727943674142
57,5,158.56,1414727943674558,1414727943674558
57,5,196.32,1414727943674975,1414727943674975
57,5,158.88,1414727943675392,1414727943675392
57,5,166.56,1414727943675808,1414727943675808
57,5,170.72,1414727943676225,1414727943676225
57,5,172.32,1414727943676642,1414727943676642
57,5,174.56,1414727943677059,1414727943677059
57,5,164.64,1414727943677476,1414727943677476
57,5,150.24,1414727943677892,1414727943677892
57,5,124.96,1414727943678309,1414727943678309
57,5,89.76,1414727943678726,1414727943678726
57,5,49.76,1414727943679142,1414727943679142
57,5,11.68,1414727943679559,1414727943679559
57,5,-22.88,1414727943679976,1414727943679976
57,5,-52,1414727943680393,1414727943680393
57,5,-79.2,1414727943680810,1414727943680810
57,5,-105.44,1414727943681226,1414727943681226
57,5,-129.44,1414727943681643,1414727943681643
57,5,-150.88,1414727943682060,1414727943682060
57,5,-172,1414727943682476,1414727943682476
57,5,-186.08,1414727943682893,1414727943682893
57,5,-194.4,1414727943683310,1414727943683310
57,5,-202.08,1414727943683727,1414727943683727
57,5,-204.16,1414727943684144,1414727943684144
57,5,-203.68,1414727943684560,1414727943684560
57,5,-195.04,1414727943684977,1414727943684977
57,5,-175.84,1414727943685394,1414727943685394
57,5,-145.28,1414727943685810,1414727943685810
57,5,-105.44,1414727943686227,1414727943686227
57,5,-58.08,1414727943686644,1414727943686644
57,5,-14.88,1414727943687061,1414727943687061
57,5,26.4,1414727943687478,1414727943687478
57,5,71.52,1414727943687894,1414727943687894
57,5,156.64,1414727943688311,1414727943688311
57,5,188.96,1414727943688728,1414727943688728
57,5,192.8,1414727943689144,1414727943689144
57,5,209.12,1414727943689561,1414727943689561
57,5,223.52,1414727943689978,1414727943689978
57,5,232.48,1414727943690395,1414727943690395
57,5,240.16,1414727943690812,1414727943690812
57,5,243.84,1414727943691228,1414727943691228
57,5,249.76,1414727943691645,1414727943691645
57,5,253.28,1414727943692062,1414727943692062
57,5,245.28,1414727943692478,1414727943692478
57,5,189.6,1414727943692895,1414727943692895
57,5,147.36,1414727943693312,1414727943693312
57,5,96.8,1414727943693729,1414727943693729
57,5,40.16,1414727943694146,1414727943694146
57,5,-10.08,1414727943694562,1414727943694562
57,5,-51.68,1414727943694979,1414727943694979
57,5,-91.36,1414727943695396,1414727943695396
57,5,-127.52,1414727943695812,1414727943695812
57,5,-164.32,1414727943696229,1414727943696229
57,5,-206.88,1414727943696646,1414727943696646
57,5,-230.88,1414727943697063,1414727943697063
57,5,-248.8,1414727943697480,1414727943697480
57,5,-260,1414727943697896,1414727943697896
57,5,-262.24,1414727943698313,1414727943698313
57,5,-205.6,1414727943698730,1414727943698730
57,5,-204.96,1414727943699146,1414727943699146
57,5,-199.52,1414727943699563,1414727943699563
57,5,-184.8,1414727943699980,1414727943699980
57,5,-157.92,1414727943700397,1414727943700397
57,5,-120.16,1414727943700814,1414727943700814
57,5,-76.64,1414727943701230,1414727943701230
57,5,-34.08,1414727943701647,1414727943701647
57,5,5.6,1414727943702064,1414727943702064
57,5,37.76,1414727943702480,1414727943702480
57,5,68.96,1414727943702897,1414727943702897
57,5,96.48,1414727943703314,1414727943703314
57,5,122.56,1414727943703731,1414727943703731
57,5,145.12,1414727943704148,1414727943704148
57,5,165.6,1414727943704564,1414727943704564
57,5,180.96,1414727943704981,1414727943704981
