sensor_id,packet_id,data,microstamp,device_microstamp
55,4,0,1414276704698646,1414276704698646
56,4,41.9,1414276705044504,1414276705044504
55,4,-0.165,1414276709701830,1414276709701830
56,4,41.9,1414276710068435,1414276710068435
55,4,15.51,1414276714695355,1414276714695355
56,4,41.9,1414276715037725,1414276715037725
55,4,17.82,1414276719695647,1414276719695647
56,4,42,1414276720045784,1414276720045784
55,4,20.13,1414276724696101,1414276724696101
56,4,42.3,1414276725051711,1414276725051711
55,4,25.08,1414276729708546,1414276729708546
56,4,42,1414276730052443,1414276730052443
55,4,25.08,1414276734691996,1414276734691996
56,4,42.1,1414276735033722,1414276735033722
55,4,23.1,1414276739693051,1414276739693051
56,4,42.2,1414276740035087,1414276740035087
55,4,20.955,1414276744689911,1414276744689911
56,4,42,1414276745032383,1414276745032383
55,4,23.1,1414276749691616,1414276749691616
56,4,41.9,1414276750032747,1414276750032747
55,4,20.955,1414276754687613,1414276754687613
56,4,41.9,1414276755031677,1414276755031677
55,4,22.275,1414276759685844,1414276759685844
56,4,41.9,1414276760033365,1414276760033365
55,4,22.935,1414276764684835,1414276764684835
56,4,42,1414276765038057,1414276765038057
55,4,0.33,1414276769685812,1414276769685812
56,4,42,1414276770050687,1414276770050687
55,4,0.66,1414276774691396,1414276774691396
56,4,42,1414276775036996,1414276775036996
55,4,0.66,1414276779692686,1414276779692686
56,4,42.1,1414276780032421,1414276780032421
55,4,1.155,1414276784690322,1414276784690322
56,4,41.8,1414276785039017,1414276785039017
55,4,1.32,1414276789686682,1414276789686682
56,4,42,1414276790035411,1414276790035411
55,4,0.99,1414276794686709,1414276794686709
56,4,41.9,1414276795035440,1414276795035440
55,4,0.495,1414276799689935,1414276799689935
56,4,41.9,1414276800049283,1414276800049283
55,4,0.495,1414276804684803,1414276804684803
56,4,42,1414276805043609,1414276805043609
55,4,0.99,1414276809684223,1414276809684223
56,4,41.9,1414276810032330,1414276810032330
55,4,0.825,1414276814700638,1414276814700638
56,4,41.9,1414276815031510,1414276815031510
55,4,1.155,1414276819679321,1414276819679321
56,4,41.9,1414276820028620,1414276820028620
55,4,1.32,1414276824681202,1414276824681202
56,4,41.9,1414276825049495,1414276825049495
55,4,1.65,1414276829680743,1414276829680743
56,4,41.9,1414276830032587,1414276830032587
55,4,1.32,1414276834693302,1414276834693302
56,4,41.9,1414276835031034,1414276835031034
55,4,1.32,1414276839692229,1414276839692229
56,4,41.9,1414276840029326,1414276840029326
55,4,1.65,1414276844686845,1414276844686845
56,4,42,1414276845030610,1414276845030610
55,4,1.485,1414276849685932,1414276849685932
56,4,41.9,1414276850029526,1414276850029526
