sensor_id,data,microstamp,device_microstamp
49,-142.56,1416188106454645,1416188106454645
49,-130.56,1416188106455062,1416188106455062
49,-110.56,1416188106455478,1416188106455478
49,-86.08,1416188106455895,1416188106455895
49,-57.92,1416188106456312,1416188106456312
49,-34.4,1416188106456729,1416188106456729
49,-11.2,1416188106457146,1416188106457146
49,11.36,1416188106457562,1416188106457562
49,34.08,1416188106457979,1416188106457979
49,60.8,1416188106458396,1416188106458396
49,85.6,1416188106458812,1416188106458812
49,109.76,1416188106459229,1416188106459229
49,127.36,1416188106459646,1416188106459646
49,142.88,1416188106460063,1416188106460063
49,150.72,1416188106460480,1416188106460480
49,157.12,1416188106460896,1416188106460896
49,159.36,1416188106461313,1416188106461313
49,162.24,1416188106461730,1416188106461730
49,164.16,1416188106462146,1416188106462146
49,153.92,1416188106462563,1416188106462563
49,145.12,1416188106462980,1416188106462980
49,132.8,1416188106463397,1416188106463397
49,116.16,1416188106463814,1416188106463814
49,92.8,1416188106464230,1416188106464230
49,65.6,1416188106464647,1416188106464647
49,39.68,1416188106465064,1416188106465064
49,18.56,1416188106465480,1416188106465480
49,-4.8,1416188106465897,1416188106465897
49,-26.4,1416188106466314,1416188106466314
49,-52.96,1416188106466731,1416188106466731
49,-77.44,1416188106467148,1416188106467148
49,-103.2,1416188106467564,1416188106467564
49,-123.2,1416188106467981,1416188106467981
49,-139.36,1416188106468398,1416188106468398
49,-149.44,1416188106468814,1416188106468814
49,-156.48,1416188106469231,1416188106469231
49,-161.12,1416188106469648,1416188106469648
49,-164.16,1416188106470065,1416188106470065
49,-163.52,1416188106470482,1416188106470482
49,-156.48,1416188106470898,1416188106470898
49,-146.88,1416188106471315,1416188106471315
49,-137.6,1416188106471732,1416188106471732
49,-123.2,1416188106472148,1416188106472148
49,-99.2,1416188106472565,1416188106472565
49,-73.92,1416188106472982,1416188106472982
49,-45.44,1416188106473399,1416188106473399
49,-23.36,1416188106473816,1416188106473816
49,-0.16,1416188106474232,1416188106474232
49,22.08,1416188106474649,1416188106474649
49,46.72,1416188106475066,1416188106475066
49,71.68,1416188106475482,1416188106475482
49,97.6,1416188106475899,1416188106475899
49,119.36,1416188106476316,1416188106476316
49,135.52,1416188106476733,1416188106476733
49,147.04,1416188106477150,1416188106477150
49,154.56,1416188106477566,1416188106477566
49,161.6,1416188106477983,1416188106477983
49,159.68,1416188106478400,1416188106478400
49,163.84,1416188106478816,1416188106478816
49,159.04,1416188106479233,1416188106479233
49,149.6,1416188106479650,1416188106479650
49,140.16,1416188106480067,1416188106480067
49,126.08,1416188106480484,1416188106480484
49,104.64,1416188106480900,1416188106480900
49,78.4,1416188106481317,1416188106481317
49,51.68,1416188106481734,1416188106481734
49,28.64,1416188106482150,1416188106482150
49,6.4,1416188106482567,1416188106482567
49,-16.64,1416188106482984,1416188106482984
49,-41.28,1416188106483401,1416188106483401
49,-66.24,1416188106483818,1416188106483818
49,-92.16,1416188106484234,1416188106484234
49,-113.44,1416188106484651,1416188106484651
49,-131.84,1416188106485068,1416188106485068
49,-145.76,1416188106485484,1416188106485484
49,-152.64,1416188106485901,1416188106485901
49,-159.36,1416188106486318,1416188106486318
49,-162.72,1416188106486735,1416188106486735
49,-163.36,1416188106487152,1416188106487152
49,-159.68,1416188106487568,1416188106487568
49,-151.68,1416188106487985,1416188106487985
49,-142.08,1416188106488402,1416188106488402
49,-129.92,1416188106488818,1416188106488818
49,-108.64,1416188106489235,1416188106489235
49,-82.24,1416188106489652,1416188106489652
49,-56.64,1416188106490069,1416188106490069
49,-32.8,1416188106490486,1416188106490486
49,-8.96,1416188106490902,1416188106490902
49,13.76,1416188106491319,1416188106491319
49,36.16,1416188106491736,1416188106491736
49,63.84,1416188106492152,1416188106492152
49,89.12,1416188106492569,1416188106492569
49,111.68,1416188106492986,1416188106492986
49,130.56,1416188106493403,1416188106493403
49,144.32,1416188106493820,1416188106493820
49,152,1416188106494236,1416188106494236
49,158.56,1416188106494653,1416188106494653
