6,1414275635842307
4,1414275635842724
2,1414275635843140
1,1414275635843557
1,1414275635843974
2,1414275635844391
2,1414275635844808
-7,1414275635845224
4,1414275635845641
-1,1414275635846058
-4,1414275635846474
2,1414275635846891
6,1414275635847308
1,1414275635847725
7,1414275635848142
6,1414275635848558
0,1414275635848975
-4,1414275635849392
-1,1414275635849808
4,1414275635850225
2,1414275635850642
2,1414275635851059
1,1414275635851476
0,1414275635851892
4,1414275635852309
-1,1414275635852726
-4,1414275635853142
4,1414275635853559
0,1414275635853976
3,1414275635854393
6,1414275635854810
5,1414275635855226
-3,1414275635855643
-4,1414275635856060
-7,1414275635856476
1,1414275635856893
-4,1414275635857310
1,1414275635857727
0,1414275635858144
0,1414275635858560
2,1414275635858977
1,1414275635859394
-1,1414275635859810
2,1414275635860227
4,1414275635860644
3,1414275635861061
7,1414275635861478
4,1414275635861894
-2,1414275635862311
-1,1414275635862728
-3,1414275635863144
0,1414275635863561
1,1414275635863978
0,1414275635864395
4,1414275635864812
8,1414275635865228
3,1414275635865645
0,1414275635866062
4,1414275635866478
-2,1414275635866895
4,1414275635867312
8,1414275635867729
7,1414275635868146
1,1414275635868562
2,1414275635868979
4,1414275635869396
3,1414275635869812
0,1414275635870229
3,1414275635870646
0,1414275635871063
0,1414275635871480
1,1414275635871896
2,1414275635872313
5,1414275635872730
1,1414275635873146
1,1414275635873563
-3,1414275635873980
0,1414275635874397
-3,1414275635874814
0,1414275635875230
6,1414275635875647
4,1414275635876064
4,1414275635876480
-4,1414275635876897
1,1414275635877314
4,1414275635877731
-2,1414275635878148
2,1414275635878564
-3,1414275635878981
6,1414275635879398
-2,1414275635879814
0,1414275635880231
4,1414275635880648
4,1414275635881065
-3,1414275635881482
4,1414275635881898
-1,1414275635882315
0,1414275635882732
2,1414275635883148
4,1414275635883565
-5,1414275635883982
1,1414275635884399
5,1414275635884816
1,1414275635885232
5,1414275635885649
0,1414275635886066
3,1414275635886482
4,1414275635886899
-4,1414275635887316
1,1414275635887733
-2,1414275635888150
4,1414275635888566
6,1414275635888983
2,1414275635889400
-4,1414275635889816
0,1414275635890233
-2,1414275635890650
-4,1414275635891067
7,1414275635891484
-3,1414275635891900
-3,1414275635892317
4,1414275635892734
2,1414275635893150
3,1414275635893567
3,1414275635893984
-1,1414275635894401
3,1414275635894818
-3,1414275635895234
1,1414275635895651
0,1414275635896068
-2,1414275635896484
0,1414275635896901
-2,1414275635897318
-2,1414275635897735
0,1414275635898152
4,1414275635898568
-2,1414275635898985
-1,1414275635899402
-3,1414275635899818
0,1414275635900235
0,1414275635900652
4,1414275635901069
5,1414275635901486
-2,1414275635901902
2,1414275635902319
-2,1414275635902736
-3,1414275635903152
1,1414275635903569
1,1414275635903986
4,1414275635904403
-2,1414275635904820
3,1414275635905236
-4,1414275635905653
0,1414275635906070
1,1414275635906486
-4,1414275635906903
5,1414275635907320
-3,1414275635907737
1,1414275635908154
0,1414275635908570
7,1414275635908987
0,1414275635909404
-4,1414275635909820
-2,1414275635910237
1,1414275635910654
0,1414275635911071
6,1414275635911488
4,1414275635911904
0,1414275635912321
0,1414275635912738
4,1414275635913154
3,1414275635913571
2,1414275635913988
5,1414275635914405
8,1414275635914822
3,1414275635915238
2,1414275635915655
0,1414275635916072
3,1414275635916488
-3,1414275635916905
1,1414275635917322
-1,1414275635917739
2,1414275635918156
8,1414275635918572
-3,1414275635918989
0,1414275635919406
-4,1414275635919822
8,1414275635920239
5,1414275635920656
0,1414275635921073
4,1414275635921490
1,1414275635921906
-4,1414275635922323
4,1414275635922740
-2,1414275635923156
4,1414275635923573
-2,1414275635923990
4,1414275635924407
-3,1414275635924824
5,1414275635925240
-55,1414275636063314
-60,1414275636063731
-44,1414275636064148
-28,1414275636064564
0,1414275636064981
5,1414275636065398
-4,1414275636065814
4,1414275636066231
-4,1414275636066648
1,1414275636067065
5,1414275636067482
-3,1414275636067898
1,1414275636068315
4,1414275636068732
-3,1414275636069148
3,1414275636069565
-4,1414275636069982
0,1414275636070399
4,1414275636070816
15,1414275636071232
29,1414275636071649
32,1414275636072066
41,1414275636072482
22,1414275636072899
-2,1414275636073316
3,1414275636073733
4,1414275636074150
1,1414275636074566
5,1414275636074983
3,1414275636075400
1,1414275636075816
1,1414275636076233
1,1414275636076650
4,1414275636077067
0,1414275636077484
4,1414275636077900
5,1414275636078317
-2,1414275636078734
-4,1414275636079150
-14,1414275636079567
-38,1414275636079984
-42,1414275636080401
-31,1414275636080818
-19,1414275636081234
-3,1414275636081651
4,1414275636082068
0,1414275636082484
0,1414275636082901
1,1414275636083318
-3,1414275636083735
4,1414275636084152
5,1414275636084568
1,1414275636084985
4,1414275636085402
-4,1414275636085818
6,1414275636086235
4,1414275636086652
0,1414275636087069
0,1414275636087486
20,1414275636087902
40,1414275636088319
48,1414275636088736
41,1414275636089152
24,1414275636089569
-7,1414275636089986
4,1414275636090403
3,1414275636090820
1,1414275636091236
0,1414275636091653
2,1414275636092070
0,1414275636092486
3,1414275636092903
1,1414275636093320
5,1414275636093737
4,1414275636094154
4,1414275636094570
-3,1414275636094987
0,1414275636095404
-4,1414275636095820
-5,1414275636096237
-26,1414275636096654
-32,1414275636097071
-34,1414275636097488
-25,1414275636097904
1,1414275636098321
5,1414275636098738
2,1414275636099154
1,1414275636099571
1,1414275636099988
-3,1414275636100405
3,1414275636100822
2,1414275636101238
5,1414275636101655
3,1414275636102072
5,1414275636102488
1,1414275636102905
-4,1414275636103322
5,1414275636103739
0,1414275636104156
-2,1414275636104572
3,1414275636104989
21,1414275636105406
28,1414275636105822
13,1414275636106239
1,1414275636106656
0,1414275636107073
5,1414275636107490
1,1414275636107906
0,1414275636108323
4,1414275636108740
-5,1414275636109156
-3,1414275636109573
0,1414275636109990
0,1414275636110407
4,1414275636110824
3,1414275636111240
-3,1414275636111657
-4,1414275636112074
-3,1414275636112490
6,1414275636112907
0,1414275636113324
-14,1414275636113741
-23,1414275636114158
-19,1414275636114574
3,1414275636114991
0,1414275636115408
4,1414275636115824
1,1414275636116241
2,1414275636116658
6,1414275636117075
5,1414275636117492
-2,1414275636117908
4,1414275636118325
4,1414275636118742
0,1414275636119158
1,1414275636119575
4,1414275636119992
-4,1414275636120409
-3,1414275636120826
0,1414275636121242
-3,1414275636121659
5,1414275636122076
17,1414275636122492
18,1414275636122909
8,1414275636123326
5,1414275636123743
4,1414275636124160
4,1414275636124576
5,1414275636124993
0,1414275636125410
0,1414275636125826
4,1414275636126243
1,1414275636126660
-3,1414275636127077
-6,1414275636127494
2,1414275636127910
1,1414275636128327
1,1414275636128744
1,1414275636129160
-2,1414275636129577
5,1414275636129994
-5,1414275636130411
-4,1414275636130828
-14,1414275636131244
-6,1414275636131661
2,1414275636132078
10,1414275636132494
-4,1414275636132911
1,1414275636133328
5,1414275636133745
0,1414275636134162
0,1414275636134578
1,1414275636134995
4,1414275636135412
2,1414275636135828
4,1414275636136245
0,1414275636136662
4,1414275636137079
-3,1414275636137496
3,1414275636137912
4,1414275636138329
8,1414275636138746
6,1414275636139162
9,1414275636139579
17,1414275636139996
0,1414275636140413
0,1414275636140830
1,1414275636141246
2,1414275636141663
-4,1414275636142080
2,1414275636142496
3,1414275636142913
0,1414275636143330
4,1414275636143747
4,1414275636144164
2,1414275636144580
-2,1414275636144997
-2,1414275636145414
-2,1414275636145830
4,1414275636146247
2,1414275636264138
3,1414275636264555
8,1414275636264972
-13,1414275636265388
-14,1414275636265805
0,1414275636266222
-2,1414275636266638
0,1414275636267055
1,1414275636267472
1,1414275636267889
3,1414275636268306
0,1414275636268722
4,1414275636269139
5,1414275636269556
3,1414275636269972
1,1414275636270389
-4,1414275636270806
3,1414275636271223
5,1414275636271640
-1,1414275636272056
4,1414275636272473
4,1414275636272890
7,1414275636273306
10,1414275636273723
12,1414275636274140
3,1414275636274557
2,1414275636274974
1,1414275636275390
4,1414275636275807
0,1414275636276224
4,1414275636276640
-3,1414275636277057
-2,1414275636277474
0,1414275636277891
3,1414275636278308
-1,1414275636278724
-3,1414275636279141
-2,1414275636279558
-3,1414275636279974
1,1414275636280391
1,1414275636280808
-3,1414275636281225
-1,1414275636281642
-9,1414275636282058
-1,1414275636282475
-4,1414275636282892
1,1414275636283308
4,1414275636283725
7,1414275636284142
1,1414275636284559
-1,1414275636284976
-1,1414275636285392
7,1414275636285809
0,1414275636286226
2,1414275636286642
7,1414275636287059
1,1414275636287476
-4,1414275636287893
7,1414275636288310
2,1414275636288726
5,1414275636289143
14,1414275636289560
15,1414275636289976
12,1414275636290393
4,1414275636290810
6,1414275636291227
5,1414275636291644
4,1414275636292060
7,1414275636292477
4,1414275636292894
1,1414275636293310
-2,1414275636293727
-2,1414275636294144
4,1414275636294561
4,1414275636294978
1,1414275636295394
-2,1414275636295811
-5,1414275636296228
1,1414275636296644
0,1414275636297061
-12,1414275636297478
-20,1414275636297895
-16,1414275636298312
-4,1414275636298728
-3,1414275636299145
1,1414275636299562
4,1414275636299978
2,1414275636300395
4,1414275636300812
0,1414275636301229
4,1414275636301646
0,1414275636302062
1,1414275636302479
-1,1414275636302896
0,1414275636303312
0,1414275636303729
-2,1414275636304146
2,1414275636304563
0,1414275636304980
10,1414275636305396
20,1414275636305813
15,1414275636306230
0,1414275636306646
1,1414275636307063
4,1414275636307480
-8,1414275636307897
8,1414275636308314
1,1414275636308730
-3,1414275636309147
2,1414275636309564
2,1414275636309980
2,1414275636310397
-1,1414275636310814
-1,1414275636311231
0,1414275636311648
-1,1414275636312064
0,1414275636312481
0,1414275636312898
-2,1414275636313314
-18,1414275636313731
-8,1414275636314148
0,1414275636314565
5,1414275636314982
1,1414275636315398
-4,1414275636315815
6,1414275636316232
2,1414275636316648
0,1414275636317065
4,1414275636317482
-1,1414275636317899
4,1414275636318316
-2,1414275636318732
4,1414275636319149
6,1414275636319566
-1,1414275636319982
-4,1414275636320399
1,1414275636320816
3,1414275636321233
17,1414275636321650
14,1414275636322066
18,1414275636322483
1,1414275636322900
-1,1414275636323316
1,1414275636323733
0,1414275636324150
0,1414275636324567
-4,1414275636324984
4,1414275636325400
0,1414275636325817
4,1414275636326234
-4,1414275636326650
1,1414275636327067
-1,1414275636327484
-3,1414275636327901
4,1414275636328318
3,1414275636328734
-3,1414275636329151
0,1414275636329568
-10,1414275636329984
-18,1414275636330401
-19,1414275636330818
1,1414275636331235
7,1414275636331652
-1,1414275636332068
9,1414275636332485
9,1414275636332902
0,1414275636333318
-2,1414275636333735
5,1414275636334152
-1,1414275636334569
4,1414275636334986
5,1414275636335402
0,1414275636335819
1,1414275636336236
2,1414275636336652
1,1414275636337069
-4,1414275636337486
1,1414275636337903
5,1414275636338320
12,1414275636338736
13,1414275636339153
16,1414275636339570
5,1414275636339986
4,1414275636340403
4,1414275636340820
4,1414275636341237
4,1414275636341654
3,1414275636342070
4,1414275636342487
3,1414275636342904
5,1414275636343320
-2,1414275636343737
-1,1414275636344154
2,1414275636344571
5,1414275636344988
0,1414275636345404
3,1414275636345821
0,1414275636346238
4,1414275636346654
-2,1414275636347071
-15,1414275636540120
-22,1414275636540537
-12,1414275636540954
-4,1414275636541370
4,1414275636541787
4,1414275636542204
4,1414275636542620
-1,1414275636543037
-2,1414275636543454
7,1414275636543871
2,1414275636544288
5,1414275636544704
4,1414275636545121
-1,1414275636545538
-4,1414275636545954
0,1414275636546371
0,1414275636546788
9,1414275636547205
1,1414275636547622
-1,1414275636548038
-1,1414275636548455
17,1414275636548872
16,1414275636549288
10,1414275636549705
0,1414275636550122
-1,1414275636550539
2,1414275636550956
-3,1414275636551372
-3,1414275636551789
4,1414275636552206
2,1414275636552622
-3,1414275636553039
-2,1414275636553456
4,1414275636553873
0,1414275636554290
1,1414275636554706
0,1414275636555123
5,1414275636555540
1,1414275636555956
-2,1414275636556373
4,1414275636556790
-5,1414275636557207
-12,1414275636557624
-14,1414275636558040
-10,1414275636558457
-2,1414275636558874
9,1414275636559290
2,1414275636559707
2,1414275636560124
8,1414275636560541
4,1414275636560958
4,1414275636561374
5,1414275636561791
0,1414275636562208
-1,1414275636562624
-3,1414275636563041
1,1414275636563458
5,1414275636563875
-4,1414275636564292
0,1414275636564708
-2,1414275636565125
3,1414275636565542
4,1414275636565958
17,1414275636566375
21,1414275636566792
17,1414275636567209
8,1414275636567626
-3,1414275636568042
0,1414275636568459
-4,1414275636568876
2,1414275636569292
0,1414275636569709
9,1414275636570126
6,1414275636570543
1,1414275636570960
-1,1414275636571376
0,1414275636571793
-1,1414275636572210
-1,1414275636572626
-1,1414275636573043
4,1414275636573460
-1,1414275636573877
-1,1414275636574294
-11,1414275636574710
-15,1414275636575127
-10,1414275636575544
4,1414275636575960
8,1414275636576377
1,1414275636576794
1,1414275636577211
4,1414275636577628
0,1414275636578044
6,1414275636578461
2,1414275636578878
1,1414275636579294
-1,1414275636579711
2,1414275636580128
-2,1414275636580545
2,1414275636580962
1,1414275636581378
5,1414275636581795
2,1414275636582212
1,1414275636582628
12,1414275636583045
15,1414275636583462
7,1414275636583879
3,1414275636584296
8,1414275636584712
5,1414275636585129
-2,1414275636585546
-3,1414275636585962
4,1414275636586379
1,1414275636586796
5,1414275636587213
-1,1414275636587630
3,1414275636588046
8,1414275636588463
0,1414275636588880
1,1414275636589296
1,1414275636589713
-2,1414275636590130
5,1414275636590547
3,1414275636590964
-11,1414275636591380
-21,1414275636591797
0,1414275636592214
8,1414275636592630
-1,1414275636593047
5,1414275636593464
6,1414275636593881
5,1414275636594298
0,1414275636594714
4,1414275636595131
4,1414275636595548
4,1414275636595964
0,1414275636596381
0,1414275636596798
-5,1414275636597215
3,1414275636597632
0,1414275636598048
7,1414275636598465
-1,1414275636598882
15,1414275636599298
17,1414275636599715
13,1414275636600132
-1,1414275636600549
1,1414275636600966
0,1414275636601382
0,1414275636601799
-4,1414275636602216
6,1414275636602632
1,1414275636603049
-2,1414275636603466
6,1414275636603883
0,1414275636604300
1,1414275636604716
5,1414275636605133
-1,1414275636605550
1,1414275636605966
5,1414275636606383
3,1414275636606800
-12,1414275636607217
